codigo_produto,produto_nome,base_legal,unidade,data_atualizacao
0732,TRICICLO ATÉ 100 CM3,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 43, de 29 de junho de 2020 e Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 11.577, de 24 de setembro de 2021",UNIDADE,
0733,TRICICLO ACIMA DE 100 CM3,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 43, de 29 de junho de 2020 e Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 11.577, de 24 de setembro de 2021",UNIDADE,09/02/2024 11:02
0734,"QUADRICICLO ATÉ 100 CM3 (SEM MARCHA-RÉ, DIFERENCIAL, OU DIREÇÃO DE AUTOMÓVEL)",Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 43/2020 e Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 11.5772021 - Obs: NT nº 116/2001 ¿ SPR/DEAPI/COPIN; NT 46/2020/COAPA/CGPRI/SPR(CRII) ( 52710.007581/2020-50),UNIDADE,05/06/2018 17:06
0735,QUADRICICLO ACIMA DE 100 CM3,"PI ME/MCTI nº 43/2020 e PI ME/MCTI nº 11.5772021 (veículo com chassi tubular, munido de selim do tipo utilizado em motocicletas, com marcha-ré e diferencial. Obs: NT nº 116/2001/SPR/DEAPI/COPIN; NT 46/2020/COAPA/CGPRI/SPR(CRII) (52710.007581/2020-50)",UNIDADE,07/04/2026 11:04
0736,PNEUMÁTICO PARA MOTOCICLETA E MOTONETA,"Portaria Interministerial MDIC/MCTI nº 55, de 13 de fevereiro de 2012",QUILOGRAMA LÍQUIDO,11/05/2026 11:05
0737,ESPAÇADOR DE ALUMÍNIO PARA APARELHO DE BARBEAR DESCARTÁVEL,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 1.651, de 22 de fevereiro de 2022",UNIDADE,16/06/2000 12:06
0739,"CAIXA DE PAPEL OU CARTÃO, ONDULADOS (CANELADOS)","Portaria Interministerial MDIC/MCT nº 245/06 - Resolução nº 2/99, para os produtos aprovados pela Portaria nº 251/96 e enquadrados no Decreto nº 2.891/98.",QUILOGRAMA LÍQUIDO,03/09/2025 11:09
0740,"CAIXA E CARTONAGEM, DOBRÁVEIS, DE PAPEL OU CARTÃO, NÃO ONDULADOS (NÃO CANELADOS)","Portaria Interministerial MDIC/MCTI nº 42, de 14 de fevereiro de 2013 e Portaria Interministerial MDIC/MCTIC n° 40, 3 de agosto de 2018",QUILOGRAMA LÍQUIDO,10/05/2024 11:05
0741,"CARTONAGEM PARA ESCRITÓRIOS, LOJAS E ESTABELECIMENTOS SEMELHANTES, NÃO DOBRÁVEL, DE PAPEL OU CARTÃO","Portaria Interministerial MDIC/MCTI nº 42, de 14 de fevereiro de 2013 e Portaria Interministerial MDIC/MCTIC n° 40, 3 de agosto de 2018",QUILOGRAMA LÍQUIDO,31/01/2011 17:01
0742,ARTEFATOS E EMBALAGENS A PARTIR DE CHAPA DE PAPEL ONDULADO OU CHAPA DE PAPEL CARTÃO ONDULADO (EXCETO CAIXA),"Portaria Interministerial MDIC/MCT nº 245, de 20 de dezembro de 2006.",QUILOGRAMA LÍQUIDO,09/01/2023 17:01
0746,BATERIA PARA TELEFONE CELULAR COM DISPOSITIVO DE CHAMADA POR VIBRAÇÃO,"Portaria Interministerial MDIC/MCTI nº 71, de 29 de fevereiro de 2012",UNIDADE,09/12/2024 11:12
0747,TRAVESSEIRO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 62, 17 DE NOVEMBRO DE 2020 - IV - TRAVESSEIROS E ALMOFADAS.",UNIDADE,
0748,DIGITAL VIDEO DISC - DVD RECORD/PLAYER,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,16/08/2024 17:08
0749,DIGITAL VIDEO DISC - DVD RECORD/PLAYER/EDITOR,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,
0750,TECIDO DE FIBRA SINTÉTICA ARTIFICIAL,"Portaria Interministerial MDIC/MCT nº 32, de 24 de maio de 2000",QUILOGRAMA LÍQUIDO,05/04/2022 17:04
0751,VINAGRE PARA USO ALIMENTAR,Portaria Interministerial MDIC/MCT nº 80 de 11 de junho de 2001,LITRO,
0753,TELEVISOR EM CORES CONJUGADO COM RÁDIO,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,16/08/2024 17:08
0754,TELEVISOR EM CORES CONJUGADO COM RÁDIO E GRAVADOR/REPRODUTOR DE FITAS CASSETES MAGNÉTICAS,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,
0757,TUBO DE RAIOS CATÓDICOS (CINESCÓPIO) COM BOBINA DE DEFLEXÃO E DISPOSITIVO DE CONVERGÊNCIA,"Portaria Interministerial MDIC/MCT nº 255, de 29 de dezembro de 2010",UNIDADE,
0758,PREPARAÇÕES PARA ALIMENTAÇÃO DE ANIMAIS,"Portaria Interministerial MDIC/MCT nº 39, de 13 de junho de 2000",QUILOGRAMA LÍQUIDO,18/06/2024 17:06
0765,TELEVISOR EM PRETO E BRANCO CONJUGADO COM RÁDIO E GRAVADOR/REPRODUTOR DE FITAS CASSETES MAGNÉTICAS,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,
0768,ALIMENTO FRITO A BASE DE CEREAIS,"Portaria Interministerial MDIC/MCT nº 79, de 11 de junho de 2001",QUILOGRAMA LÍQUIDO,06/10/2025 17:10
0769,PROJETOR DE VÍDEO,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,28/10/2025 17:10
0771,SUBCONJUNTO PARA TECLADO DE USO EXCLUSIVO EM INFORMÁTICA,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0772,SUBCONJUNTO PARA TERMINAL DE AUTO-ATENDIMENTO BANCÁRIO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0774,"RÁDIO COM GRAVADOR/REPRODUTOR DE FITAS CASSETES MAGNÉTICAS, TOCA-DISCOS DIGITAL A LASER E TOCA-DISCOS DE VINIL","Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,18/05/2000 21:05
0775,RÁDIO COM GRAVADOR/REPRODUTOR DE FITAS CASSETES MAGNÉTICAS E TOCA-DISCOS DE VINIL,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,
0776,CÂMERA DE TELEVISÃO PARA USO EM CIRCUITO FECHADO DE TV,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,11/05/2026 11:05
0777,CIRCUITO FECHADO DE TV COMPOSTO DE CÂMERAS DE TELEVISÃO E DE APARELHO DE RECEPÇÃO E CONTROLE DE SINAIS DE VÍDEO,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,16/08/2024 17:08
0778,CIRCUITO FECHADO DE TV COMPOSTO DE CÂMERA DE TELEVISÃO E DE MONITOR DE VÍDEO (EXCETO DE USO EM INFORMÁTICA),"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,16/08/2024 17:08
0779,PORTEIRO ELETRÔNICO COM VÍDEO,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,11/07/2025 11:07
0780,CÂMERA DE VÍDEO DE IMAGENS FIXAS,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,16/08/2024 17:08
0781,"CONVERSOR ESTÁTICO PARA LÂMPADA (""REATOR ELETRÔNICO"")","Portaria Interministerial MDIC/MCT nº 157, de 27 de agosto de 2002",UNIDADE,16/08/2024 17:08
0788,"PAPEL OU CARTÃO KRAFT, EM ROLO","Portaria Interministerial MDIC/MCT nº 43, de 3 de fevereiro de 2009",QUILOGRAMA LÍQUIDO,
0791,"PAPEL KRAFT, ENCRESPADO OU PLISSADO","Portaria Interministerial MDIC/MCT nº 43, de 3 de fevereiro de 2009. Resolução nº 2/99, para os produtos aprovados pela Portaria nº 251/96 e enquadrados no Decreto nº 2.891/98 (venda apenas na Zona Franca de Manaus)",QUILOGRAMA LÍQUIDO,10/05/2022 17:05
0792,PAPEL-CARBONO (PAPEL QUÍMICO),"Portaria Interministerial MDIC/MCT nº 294, de 22 de novembro de 2004",METRO QUADRADO,
0798,MEL NATURAL,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",QUILOGRAMA LÍQUIDO,
0800,IMPRESSORA DE IMPACTO COM LARGURA DE IMPRESSÃO DE ATÉ 6 CM,"Portaria Interministerial MDIC/MCTI nº 334, de 16 de outubro de 2013",UNIDADE,16/08/2024 17:08
0801,SUBCONJUNTO PARA UNIDADE DIGITAL DE PROCESSAMENTO DE PEQUENO PORTE MONTADA EM UM MESMO CORPO OU GABINETE - (UCP),"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 728, de 15 de janeiro de 2021 (Vide produto 2277) OBS: APENAS para o tipo 025 (demais, desativar)",UNIDADE,16/08/2024 17:08
0804,EMBALAGEM DE ALUMÍNIO FLEXÍVEL,"Portaria Interministerial MDIC/MCT nº 59, de 28 de setembro de 2000",QUILOGRAMA LÍQUIDO,13/02/2023 11:02
0806,PERFIL DE ALUMÍNIO,"Portaria Interministerial MDIC/MCT nº 70, de 6 de novembro de 2000",QUILOGRAMA LÍQUIDO,
0808,"ALUMÍNIO EM CHAPA, LÂMINAS, FOLHAS E TIRAS PARA EMBALAGEM (E < 0,2 MM)","Portaria Interministerial MDIC/MCT nº 70, de 6 de novembro de 2000",QUILOGRAMA LÍQUIDO,19/02/2020 11:02
0809,"MÓDULO FISCAL PARA CAIXAS REGISTRADORAS, TERMINAIS PONTO DE VENDA E IMPRESSORAS","PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0811,CABO COM SENSOR PARA ELETROCARDIÓGRAFO,"Portaria Interministerial MDIC/MCT nº 247, de 15 de outubro de 2001 e Portaria Interministerial MDIC/MCTI N° 398, 18 de dezembro de 2015",UNIDADE,
0813,RODA MONTADA PARA BICICLETA,"Portaria Interministerial MDIC/MCT nº 161, de 22 de agosto de 2001",UNIDADE,29/08/2013 17:08
0814,"""MAGAZINE"" PARA FILME FOTOGRÁFICO","Portaria Interministerial MDIC/MCT nº 16, de 23 de fevereiro de 2000",UNIDADE,
0815,"TAMPA DO ""MAGAZINE"" DE FILME FOTOGRÁFICO","Portaria Interministerial MDIC/MCT nº 16, de 23 de fevereiro de 2000",UNIDADE,
0816,"ASSENTO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,04/01/2012 15:01
0817,"CABEÇOTE COMPLETO DO MOTOR PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,05/06/2018 17:06
0818,"SUBCONJUNTO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA) - COMPOSTO DE BOBINA DE IGNIÇÃO, CABOS ELÉTRICOS E SUPORTES","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0819,"SUBCONJUNTO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA) - COMPOSTO DE BOMBA DE COMBUSTÍVEL, TUBOS E SUPORTES","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,16/11/2016 10:11
0820,"BOMBA DE ÓLEO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,05/06/2018 17:06
0821,"RODA COMPLETA DIANTEIRA COM FREIO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,05/06/2018 17:06
0822,"RODA COMPLETA TRASEIRA COM FREIO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,05/06/2018 17:06
0823,"SUBCONJUNTO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA) - COMPOSTO DE CARBURADOR, TUBOS, FILTROS E SUPORTES","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,05/06/2018 17:06
0824,"CAVALETE LATERAL PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0825,"CAVALETE CENTRAL PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0830,"FILTRO DE AR PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,24/03/2026 11:03
0831,"GARFO TRASEIRO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0832,"PAINEL DE INSTRUMENTOS COMPLETO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024 - ART. 95 - PAINEL DE INSTRUMENTOS. Alteração: PI 118/2025",UNIDADE,18/02/2026 17:02
0833,"MESA DO SUPORTE DO PAINEL PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0840,"SISTEMA DE REFRIGERAÇÃO DE ÁGUA PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,09/02/2024 11:02
0841,"SUPORTES METÁLICOS PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,04/01/2012 15:01
0842,"QUADRO (CHASSI) PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,29/10/2004 19:10
0843,"TAMPA ESTAMPADA PARA MOTOR DE VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0845,"BOCAL DO TANQUE DE COMBUSTÍVEL PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,04/01/2007 09:01
0846,"REFORÇO METÁLICO DO QUADRO (CHASSI) PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0847,"PLACA DE ESPAÇAMENTO DA EMBREAGEM PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0848,"FLANGE DE FIXAÇÃO DA RODA PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0849,"CONJUNTO SAPATA DO FREIO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,10/07/2008 18:07
0850,"MESA SUPERIOR PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0851,"MESA INFERIOR PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,04/01/2012 15:01
0853,"TUBO DA COLUNA DE DIREÇÃO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,07/10/2004 18:10
0854,"PARAFUSO DO GARFO DO AMORTECEDOR PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0855,"AJUSTADOR DA MOLA DO AMORTECEDOR PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0856,"ASSENTO DA MOLA DO AMORTECEDOR PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0857,"CALIPER DO FREIO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0860,"TUBO DA GARUPA PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,07/10/2004 18:10
0861,"PEDAL DO FREIO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0862,"TUBO GUIA DA DIREÇÃO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,05/06/2018 17:06
0863,"CUBO DA RODA PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,04/01/2012 15:01
0866,MASSA PLÁSTICA - (ARGAMASSA À BASE DE RESINA POLIÉSTER),"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 5198, 5 DE MAIO DE 2021",UNIDADE,
0872,"BAGAGEIRO COMPLETO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,04/01/2012 15:01
0875,"CAPA PROTETORA DA CORRENTE PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,04/01/2012 15:01
0876,RESERVATÓRIO METÁLICO,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 1.651, de 22 de fevereiro de 2022",UNIDADE,
0877,TUBO DE FERRO,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 1.651, de 22 de fevereiro de 2022. OBS: Para os novos projetos de implantação e diversificação deverá ser utilizado o produto padrão 2312.",QUILOGRAMA LÍQUIDO,07/10/2004 18:10
0878,ARTEFATO DE BORRACHA,"PORTARIA INTERMINISTERIAL MDIC/MCT N° 214, 3 DE DEZEMBRO DE 2002",QUILOGRAMA LÍQUIDO,21/11/2024 13:11
0879,"SOLDA DE PRATA EM VARETAS, FIOS, PERFIS, PÓS, TARUGOS E OUTRAS FORMAS SEMIMANUFATURADAS","PORTARIA INTERMINISTERIAL N° 106, 1 DE ABRIL DE 2025 - I - Produtos metalúrgicos de metais preciosos.",QUILOGRAMA LÍQUIDO,
0880,"OURO E SUAS LIGAS, EM FIOS, LÂMINAS, CHAPAS, PERFIS, PLAQUETAS E OUTRAS FORMAS SEMIMANUFATURADAS","PORTARIA INTERMINISTERIAL N° 106, 1 DE ABRIL DE 2025 - I - Produtos metalúrgicos de metais preciosos.",QUILOGRAMA LÍQUIDO,
0881,LIGAS DE RÓDIO EM FIOS,"PORTARIA INTERMINISTERIAL N° 106, 1 DE ABRIL DE 2025 - I - Produtos metalúrgicos de metais preciosos.",QUILOGRAMA LÍQUIDO,
0886,MÓDULO DE CONTROLE PARA ACIONAMENTO DE SISTEMA DE FECHAMENTO AUTOMÁTICO DE VIDRO ELÉTRICO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,28/04/2026 18:04
0887,SISTEMA DE FECHAMENTO AUTOMÁTICO DE VIDRO ELÉTRICO,"Portaria Interministerial MDIC/MCT nº 27, de 7 de fevereiro de 2007",UNIDADE,16/08/2024 17:08
0888,LIGAS DE PRATA PARA USO ODONTOLÓGICO (FORMAS DIVERSAS),"PORTARIA INTERMINISTERIAL N° 106, 1 DE ABRIL DE 2025 - III - Amálgamas e ligas de metais preciosos para uso odontológico.",QUILOGRAMA LÍQUIDO,
0889,LIGAS DE OURO PARA USO ODONTOLÓGICO (FORMAS DIVERSAS),"PORTARIA INTERMINISTERIAL N° 106, 1 DE ABRIL DE 2025 - III - Amálgamas e ligas de metais preciosos para uso odontológico.",QUILOGRAMA LÍQUIDO,
0890,LIGAS DE PLATINA PARA USO ODONTOLÓGICO (FORMAS DIVERSAS),"PORTARIA INTERMINISTERIAL N° 106, 1 DE ABRIL DE 2025 - III - Amálgamas e ligas de metais preciosos para uso odontológico.",QUILOGRAMA LÍQUIDO,
0891,LIGAS DE PALÁDIO PARA USO ODONTOLÓGICO (FORMAS DIVERSAS),"PORTARIA INTERMINISTERIAL N° 106, 1 DE ABRIL DE 2025 - III - Amálgamas e ligas de metais preciosos para uso odontológico.",QUILOGRAMA LÍQUIDO,
0892,CLORETO DE RÓDIO,"PORT. INTER. N° 106, 1 DE ABRIL DE 2025 - II - Produtos químicos de metais preciosos e outros para galvanoplastia, tratamentos superficiais, tratamento de água potável, tratamento de efluentes industriais e tratamento de esgoto séptico e outras aplicações",QUILOGRAMA,
0894,PRODUTO QUÍMICO PARA GALVANOPLASTIA E TRATAMENTOS SUPERFICIAIS,"PORT.INTER. N°106, 1 DE ABRIL DE 2025 - II - Produtos químicos de metais preciosos e outros para galvanoplastia, tratamentos superficiais, tratamento de água potável, tratamento de efluentes industriais e tratamento de esgoto séptico e outras aplicações.",QUILOGRAMA LÍQUIDO,
0895,TELA DE PLATINA,"PORTARIA INTERMINISTERIAL N° 106, 1 DE ABRIL DE 2025 - I - Produtos metalúrgicos de metais preciosos.",QUILOGRAMA LÍQUIDO,
0896,TELEVISOR EM PRETO E BRANCO CONJUGADO COM RÁDIO,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,12/07/2024 17:07
0897,TELEVISOR EM PRETO E BRANCO CONJUGADO COM RÁDIO E TOCA-DISCOS DIGITAL A LASER,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,12/07/2024 17:07
0898,TRANSMISSOR DE RADIAÇÃO RESTRITA PARA SISTEMA DE AUDIÇÃO EM GRUPO,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,
0899,RECEPTOR PORTÁTIL PARA SISTEMA DE AUDIÇÃO EM GRUPO,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,
0901,ÓLEO ESSENCIAL (EXCETO DE PAU ROSA E COPAÍBA),"Portaria Interministerial MDIC/MCT nº 276, de 30 de junho de 2003",QUILOGRAMA LÍQUIDO,
0902,SUBSTÂNCIA ORGÂNICA ISOLADA - CAFEÍNA,"Portaria Interministerial MDIC/MCT nº 128, de 20 de julho de 2001.",QUILOGRAMA LÍQUIDO,07/11/2002 18:11
0903,FRUTAS E PARTES COMESTÍVEIS DE PLANTAS REGIONAIS,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",QUILOGRAMA LÍQUIDO,
0904,CORANTE NATURAL (EXCETO O CARAMELO PARA BEBIDAS NÃO ALCOÓLICAS),"Portaria Interministerial MDIC/MCT nº 276, de 30 de junho de 2003",QUILOGRAMA LÍQUIDO,
0905,EXTRATOS VEGETAIS (EXCETO AROMÁTICOS NATURAIS PARA BEBIDAS NÃO ALCOÓLICAS),"Portaria Interministerial MDIC/MCT nº 276, de 30 de junho de 2003",QUILOGRAMA LÍQUIDO,
0906,AUSCULTADOR COM MICROFONE PARA TELEFONE CELULAR,"Portaria Interministerial MPO/MICT/MCT nº 17, de 23 de setembro de 1996 - (Incluído no anexo da Portaria citada, conforme Portaria Suframa nº 209/99, DOU de 28.07.99)",UNIDADE,16/08/2024 17:08
